context,truth,prediction,exact_match,bleu,levenshtein,meteor,rouge1_p,rouge1_r,rouge1_f,rouge2_p,rouge2_r,rouge2_f,rougeL_p,rougeL_r,rougeL_f
"<fim_prefix>/**<fim_suffix>
package br.com.hslife.orcamento.component;

import org.springframework.beans.factory.annotation.Autowired;
import org.springframework.stereotype.Component;

import br.com.hslife.orcamento.entity.Usuario;
import br.com.hslife.orcamento.facade.INotificacaoSistema;

@Component
public class NotificacaoSistemaComponent {

    @Autowired
    private INotificacaoSistema notificacaoSistemaService;

    public INotificacaoSistema getNotificacaoSistemaService() {
        return notificacaoSistemaService;
    }

    public void registrarNotificacao(String titulo, String detalhes, Usuario usuario) {
        getNotificacaoSistemaService().registrarNotificacao(titulo, detalhes, usuario);
    }
}
<fim_middle>","*

Copyright (c) 2012 - 2021 Hércules S. S. José

Este arquivo é parte do programa Orçamento Doméstico.


Orçamento Doméstico é um software livre; você pode redistribui-lo e/ou

modificá-lo dentro dos termos da Licença Pública Geral Menor GNU como

publicada pela Fundação do Software Livre (FSF); na versão 3.0 da

Licença.


Este programa é distribuído na esperança que possa ser útil, mas SEM

NENHUMA GARANTIA; sem uma garantia implícita de ADEQUAÇÃO a qualquer

MERCADO ou APLICAÇÃO EM PARTICULAR. Veja a Licença Pública Geral Menor

GNU em português para maiores detalhes.


Você deve ter recebido uma cópia da Licença Pública Geral Menor GNU sob

o nome de ""LICENSE"" junto com este programa, se não, acesse o site do

projeto no endereco https://github.com/herculeshssj/orcamento ou escreva

para a Fundação do Software Livre(FSF) Inc., 51 Franklin St, Fifth Floor,

Boston, MA  02110-1301, USA.


Para mais informações sobre o programa Orçamento Doméstico e seu autor

entre em contato pelo e-mail herculeshssj@outlook.com, ou ainda escreva

para Hércules S. S. José, Rua José dos Anjos, 160 - Bl. 3 Apto. 304 -

Jardim Alvorada - CEP: 26261-130 - Nova Iguaçu, RJ, Brasil.

***/","
 * @author 
 */",0.0,6.139023729209335e-30,0.9991889699918897,0.0035629453681710215,0.3333333333333333,0.007194244604316547,0.014084506628645122,0.0,0.0,0.0,0.3333333333333333,0.007194244604316547,0.014084506628645122
"<fim_prefix>package ltd.kumo.plutomc.framework.shared.command.arguments;

import ltd.kumo.plutomc.framework.shared.command.Argument;

/**<fim_suffix>
public abstract class ArgumentBoolean implements Argument<Boolean> {
}
<fim_middle>","
 * 布尔值参数
 */","
 * Created by Kumo on ",0.2222222222222222,0.19070828081828378,0.84375,0.16666666666666666,0.2,0.3333333333333333,0.24999999531250006,0.0,0.0,0.0,0.2,0.3333333333333333,0.24999999531250006
"<fim_prefix>/**<fim_suffix>
package it.unimi.di.j4im.notazione;<fim_middle>","
 * Contiene classi utili a rappresentare i simboli della notazione musicale e le loro caratteristiche.
 */","
 * @author 
 */",0.06060606060606061,0.007326088959012354,0.944954128440367,0.12335526315789476,0.6666666666666666,0.125,0.21052631313019393,0.0,0.0,0.0,0.6666666666666666,0.125,0.21052631313019393
"<fim_prefix>package bGLOOP;

/**<fim_suffix>
interface IGLSubdivisable {
	/** Anzahl der polygonalen Unterteilungen des Modells. Jedem Objekt liegt ein
	 * Gittermodell zugrundeliegenden. Je größer die Anzahl der Unteilungen,
	 * desto feiner sind die Schattierungen auf der Oberfläche. Allerdings führt
	 * eine hohe Zahl von Polygonen in einer Szene zu langsamerer Darstellung
	 * und fallender Framerate.
	 * 
	 * @param pBreitengrade Anzahl der Unteilungen horizontalen Scheiben
	 * @param pLaengengrade Anzahl der Unteilungen vertikalen Scheiben
	 */
	public void setzeQualitaet(int pBreitengrade, int pLaengengrade);

	/** Anzahl der polygonalen Unterteilungen des Modells.
	 * 
	 * @see #setzeQualitaet(int,int)
	 * @param pUnterteilungen Anzahl der horizontalen und vertikalen
	 * Scheiben in der Unterteilung
	 */
	public void setzeQualitaet(int pUnterteilungen);
}
<fim_middle>"," Methoden, die von Objekten unterstützt werden, die in kleinere Polygone
 * unterteilbar sind.
 * @author R. Spillner
 */","
 * @author 
 * @version 1.0
 * @since 1.0
 */",0.024390243902439025,0.08957123768415884,0.9694656488549618,0.2444552201045708,0.42857142857142855,0.1875,0.2608695609829868,0.1111111111111111,0.058823529411764705,0.07692307239644997,0.42857142857142855,0.1875,0.2608695609829868
"<fim_prefix>package bGLOOP;

/** Methoden, die von Objekten unterstützt werden, die in kleinere Polygone
 * unterteilbar sind.
 * @author R. Spillner
 */
interface IGLSubdivisable {
	/**<fim_suffix>
	public void setzeQualitaet(int pBreitengrade, int pLaengengrade);

	/** Anzahl der polygonalen Unterteilungen des Modells.
	 * 
	 * @see #setzeQualitaet(int,int)
	 * @param pUnterteilungen Anzahl der horizontalen und vertikalen
	 * Scheiben in der Unterteilung
	 */
	public void setzeQualitaet(int pUnterteilungen);
}
<fim_middle>"," Anzahl der polygonalen Unterteilungen des Modells. Jedem Objekt liegt ein
	 * Gittermodell zugrundeliegenden. Je größer die Anzahl der Unteilungen,
	 * desto feiner sind die Schattierungen auf der Oberfläche. Allerdings führt
	 * eine hohe Zahl von Polygonen in einer Szene zu langsamerer Darstellung
	 * und fallender Framerate.
	 * 
	 * @param pBreitengrade Anzahl der Unteilungen horizontalen Scheiben
	 * @param pLaengengrade Anzahl der Unteilungen vertikalen Scheiben
	 */"," Anzahl der horizontalen und vertikalen Scheiben in der Unterteilung.
	 * 
	 * @see #setzeQualitaet(int)
	 * @param pBreitengrade Anzahl der horizontalen Scheiben
	 * @param pLaengengrade Anzahl der vertikalen Scheiben
	 */",0.01935483870967742,0.2092806246726638,0.9220532319391636,0.39539299579283543,0.8,0.2553191489361702,0.38709677052549435,0.5,0.1896551724137931,0.2749999960125,0.7333333333333333,0.23404255319148937,0.3548387060093653
"<fim_prefix>package bGLOOP;

/** Methoden, die von Objekten unterstützt werden, die in kleinere Polygone
 * unterteilbar sind.
 * @author R. Spillner
 */
interface IGLSubdivisable {
	/** Anzahl der polygonalen Unterteilungen des Modells. Jedem Objekt liegt ein
	 * Gittermodell zugrundeliegenden. Je größer die Anzahl der Unteilungen,
	 * desto feiner sind die Schattierungen auf der Oberfläche. Allerdings führt
	 * eine hohe Zahl von Polygonen in einer Szene zu langsamerer Darstellung
	 * und fallender Framerate.
	 * 
	 * @param pBreitengrade Anzahl der Unteilungen horizontalen Scheiben
	 * @param pLaengengrade Anzahl der Unteilungen vertikalen Scheiben
	 */
	public void setzeQualitaet(int pBreitengrade, int pLaengengrade);

	/**<fim_suffix>
	public void setzeQualitaet(int pUnterteilungen);
}
<fim_middle>"," Anzahl der polygonalen Unterteilungen des Modells.
	 * 
	 * @see #setzeQualitaet(int,int)
	 * @param pUnterteilungen Anzahl der horizontalen und vertikalen
	 * Scheiben in der Unterteilung
	 */"," Anzahl der polygonalen Unterteilungen des Modells. Jedem Objekt liegt ein
	 * Gittermodell zugrundeliegenden. Je größer die Anzahl der Unteilungen,
	 * desto feiner sind die Schattierungen auf der Oberflä",0.23529411764705882,0.2968359905600942,0.7033898305084746,0.35418300653594775,0.30434782608695654,0.3888888888888889,0.3414634097085069,0.19230769230769232,0.22727272727272727,0.20833332836805565,0.30434782608695654,0.3888888888888889,0.3414634097085069
"<fim_prefix>package org.foa.data.combinationdata;

/**<fim_suffix>
public interface CombinationCustom {
}
<fim_middle>","
 * @author 王川源
 */","
 * @author 
 * @version",0.5,0.474954953300978,0.6129032258064516,0.5162738496071829,0.6666666666666666,0.5,0.5714285665306124,0.3333333333333333,0.3333333333333333,0.3333333283333334,0.6666666666666666,0.5,0.5714285665306124
"<fim_prefix>package insert;

import interf.SortImpl;

/**<fim_suffix>
public class InsertSort extends SortImpl {

    @Override
    public void sort(int[] arr) {
        if (null == arr || 1 >= arr.length) return;

        for (int i = 1; i < arr.length; i++) {
            insert(arr, i);
        }
    }

    private void insert(int[] arr, int i){
        int x = arr[i], j;
        for (j = i - 1; j >= 0; j--) {
            if (x < arr[j]){
                arr[j + 1] = arr[j];
            } else {
                break;
            }
        }

        arr[j + 1] = x;
    }
}
<fim_middle>","
 * 插入排序
 */","
 * Created by  on ",0.25,0.19799015484668617,0.8518518518518519,0.12658227848101264,0.25,0.3333333333333333,0.2857142808163266,0.0,0.0,0.0,0.25,0.3333333333333333,0.2857142808163266
"<fim_prefix>package moe.ahao.process.management.enums;

import lombok.AllArgsConstructor;
import lombok.Getter;

import java.util.HashSet;
import java.util.Set;

/**<fim_suffix>
@Getter
@AllArgsConstructor
public enum ProcessEnableEnum {
    ENABLE(1, ""启用""),
    DISABLE(0, ""禁用"");

    private final Integer code;
    private final String msg;

    public static Set<Integer> allowableValues() {
        Set<Integer> allowableValues = new HashSet<>(values().length);
        for (ProcessEnableEnum typeEnum : values()) {
            allowableValues.add(typeEnum.getCode());
        }
        return allowableValues;
    }
}
<fim_middle>","
 * 流程启用/禁用类型
 */","
 * 进程状态枚举
 *
 * @",0.16666666666666666,0.13950796967929135,0.8636363636363636,0.125,0.3333333333333333,0.3333333333333333,0.3333333283333334,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333283333334
"<fim_prefix>package com.github.mybatis.easy.go.windowFunctions.frame;

/**<fim_suffix>
public class Preceding extends Frame{
    int rows;

    public Preceding(int rows) {
        this.rows = rows;
    }

    public long getRows() {
        return rows;
    }

    public void setRows(int rows) {
        this.rows = rows;
    }
}
<fim_middle>","
 * 往前row行
 */","
 * @author 
 * @",0.2222222222222222,0.20612390921238416,0.84,0.22471910112359547,0.3333333333333333,0.3333333333333333,0.3333333283333334,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333283333334
"<fim_prefix>package cn.maple.core.datasource.event;

import cn.hutool.core.lang.Dict;
import cn.maple.core.framework.event.GXBaseEvent;

/**<fim_suffix>
public class GXMyBatisModelSaveBatchEntityEvent<M extends Dict> extends GXBaseEvent<M> {
    public GXMyBatisModelSaveBatchEntityEvent(M source) {
        super(source);
    }

    public GXMyBatisModelSaveBatchEntityEvent(M source, String eventType) {
        super(source, eventType);
    }

    public GXMyBatisModelSaveBatchEntityEvent(M source, String eventType, Dict param) {
        super(source, eventType, param);
    }

    public GXMyBatisModelSaveBatchEntityEvent(M source, String eventType, Dict param, String eventName) {
        super(source, eventType, param, eventName);
    }
}
<fim_middle>","
 * 数据已经更新数据库事件
 */","
 * @author maple
 * @",0.2222222222222222,0.19070828081828378,0.8809523809523809,0.16666666666666666,0.25,0.3333333333333333,0.2857142808163266,0.0,0.0,0.0,0.25,0.3333333333333333,0.2857142808163266
"<fim_prefix>package com.fit2cloud.constants;


/**<fim_suffix>
public enum OptimizationRuleConditionTypeConstants {
    /**
     * 并且
     */
    AND,
    /**
     * 或者
     */
    OR
}
<fim_middle>","
 * 描述：优化规则条件类型常量
 * @author jianneng
 */","
 * 优化规则条件类型
 *
 * @author 
 * @date 2",0.09523809523809523,0.29813106696271835,0.8928571428571429,0.4584997429712524,0.4,0.4,0.3999999950000001,0.14285714285714285,0.2,0.1666666618055557,0.4,0.4,0.3999999950000001
"<fim_prefix>package com.fit2cloud.constants;


/**
 * 描述：优化规则条件类型常量
 * @author jianneng
 */
public enum OptimizationRuleConditionTypeConstants {
    /**
     * 并且
     */
    AND,
    /**<fim_suffix>
    OR
}
<fim_middle>","
     * 或者
     */","
     * 或者
     */",1.0,1.0,0.0,0.9976851851851852,1.0,1.0,0.999999995,1.0,1.0,0.999999995,1.0,1.0,0.999999995
"<fim_prefix>package com.fit2cloud.constants;


/**
 * 描述：优化规则条件类型常量
 * @author jianneng
 */
public enum OptimizationRuleConditionTypeConstants {
    /**<fim_suffix>
    AND,
    /**
     * 或者
     */
    OR
}
<fim_middle>","
     * 并且
     */","
     * 并且
     */",1.0,1.0,0.0,0.9976851851851852,1.0,1.0,0.999999995,1.0,1.0,0.999999995,1.0,1.0,0.999999995
"<fim_prefix>package com.yunzhou.tdinformation.mine.red;

/*<fim_suffix>

public interface IRedListener {
    /**
     * 切换看无效红包
     */
    void onClickCheckUselessRed();
}
<fim_middle>","
 *  @项目名：  project 
 *  @包名：    com.yunzhou.tdinformation.mine.red
 *  @文件名:   IRedListener
 *  @创建者:   lz
 *  @创建时间:  2018/11/13 17:22
 *  @描述：    交互接口
 */","*
 * Created by Administrator on 2017/11/23.
 */",0.022988505747126436,0.012427450978709965,0.9821428571428571,0.1323460820895522,0.2857142857142857,0.10526315789473684,0.1538461499112427,0.0,0.0,0.0,0.2857142857142857,0.10526315789473684,0.1538461499112427
"<fim_prefix>package com.yunzhou.tdinformation.mine.red;

/*
 *  @项目名：  project 
 *  @包名：    com.yunzhou.tdinformation.mine.red
 *  @文件名:   IRedListener
 *  @创建者:   lz
 *  @创建时间:  2018/11/13 17:22
 *  @描述：    交互接口
 */

public interface IRedListener {
    /**<fim_suffix>
    void onClickCheckUselessRed();
}
<fim_middle>","
     * 切换看无效红包
     */","
     * 点击领取红包
     */",0.2727272727272727,0.42055446387321394,0.7692307692307693,0.634712600636585,0.6666666666666666,0.6666666666666666,0.6666666616666668,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666616666668
"<fim_prefix>/**
 * 
 */
package com.smartsnow.smartpdftoprinter;

/**
 * 应用的实现接口
 * 
 * @author Shandy
 *
 */
public interface Application {
	/**
	 * 执行接口,args为入参信息
	 * */
	int run();
	/**<fim_suffix>
	void end();
}
<fim_middle>",应用退出*/,"
	 * ",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"<fim_prefix>/**
 * 
 */
package com.smartsnow.smartpdftoprinter;

/**<fim_suffix>
public interface Application {
	/**
	 * 执行接口,args为入参信息
	 * */
	int run();
	/**应用退出*/
	void end();
}
<fim_middle>","
 * 应用的实现接口
 * 
 * @author Shandy
 *
 */","
 * @author 
 * @date 2016年12月",0.10526315789473684,0.1588066045664238,0.9047619047619048,0.18518518518518515,0.5,0.4,0.4444444395061729,0.25,0.14285714285714285,0.18181817719008275,0.5,0.4,0.4444444395061729
"<fim_prefix>/**
 * 
 */
package com.smartsnow.smartpdftoprinter;

/**
 * 应用的实现接口
 * 
 * @author Shandy
 *
 */
public interface Application {
	/**<fim_suffix>
	int run();
	/**应用退出*/
	void end();
}
<fim_middle>","
	 * 执行接口,args为入参信息
	 * */",应用启动*/,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"<fim_prefix>package com.steven.solomon.service;

import com.steven.solomon.properties.FileChoiceProperties;

/**<fim_suffix>
public class KS3Service extends S3Service {

  public KS3Service(FileChoiceProperties properties) {
    super(properties);
  }

}
<fim_middle>","
 * 金山云文件实现类
 */","
 * @author 
 */",0.18181818181818182,0.17948377931033052,0.8888888888888888,0.4207547169811321,0.6666666666666666,0.6666666666666666,0.6666666616666668,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666616666668
"<fim_prefix>package org.haic.often.tuple.record;

/**<fim_suffix>
public record ThreeTuple<A, B, C>(A first, B second, C third) {}
<fim_middle>","
 * Tuple的实现,用于记录多个参数
 */","
 * @author 
 */",0.16666666666666666,0.14714843028880017,0.92,0.32608695652173914,0.6666666666666666,0.6666666666666666,0.6666666616666668,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666616666668
"<fim_prefix>package info.ozkan.vipera.views.patient;

import info.ozkan.vipera.entities.Sex;

import javax.inject.Named;

/**<fim_suffix>
@Named(""sexList"")
public class SexListBean {
    /**
     * Cinsiyet listesini dizi olarak dönderir
     * 
     * @return
     */
    public Sex[] getSexList() {
        return Sex.values();
    }
}
<fim_middle>","
 * Cinsiyet listesi
 * 
 * @author Ömer Özkan
 * 
 */","
 * Cinsiyet listesini döndüren bean
 * 
 * @author oz",0.30434782608695654,0.48425644031568094,0.6515151515151515,0.551907719609583,0.42857142857142855,0.42857142857142855,0.4285714235714286,0.375,0.3333333333333333,0.35294117148788934,0.42857142857142855,0.42857142857142855,0.4285714235714286
"<fim_prefix>package info.ozkan.vipera.views.patient;

import info.ozkan.vipera.entities.Sex;

import javax.inject.Named;

/**
 * Cinsiyet listesi
 * 
 * @author Ömer Özkan
 * 
 */
@Named(""sexList"")
public class SexListBean {
    /**<fim_suffix>
    public Sex[] getSexList() {
        return Sex.values();
    }
}
<fim_middle>","
     * Cinsiyet listesini dizi olarak dönderir
     * 
     * @return
     */","
     * Cinsiyet listesi
     * 
     * @return
     */",0.2916666666666667,0.5018663521944783,0.7142857142857143,0.6457854406130268,0.8,0.5,0.6153846106508877,0.6666666666666666,0.4444444444444444,0.5333333285333334,0.8,0.5,0.6153846106508877
"<fim_prefix>package net.nanxu.payment.channel;

import net.nanxu.payment.channel.model.CallbackRequest;
import net.nanxu.payment.channel.model.CallbackResult;
import reactor.core.publisher.Mono;

/**<fim_suffix>
public interface IPaymentCallback {
    /**
     * 支付回调
     */
    Mono<CallbackResult> callback(CallbackRequest request);

}
<fim_middle>","
 * 第三方支付插件回调.
 *
 * @author: P
 **/","
 * 支付回调
 *
 * @author nanxu
 * @date 2",0.15789473684210525,0.3800261322233499,0.927536231884058,0.3883406432748538,0.16666666666666666,0.2,0.18181817685950424,0.125,0.16666666666666666,0.14285713795918387,0.16666666666666666,0.2,0.18181817685950424
"<fim_prefix>package net.nanxu.payment.channel;

import net.nanxu.payment.channel.model.CallbackRequest;
import net.nanxu.payment.channel.model.CallbackResult;
import reactor.core.publisher.Mono;

/**
 * 第三方支付插件回调.
 *
 * @author: P
 **/
public interface IPaymentCallback {
    /**<fim_suffix>
    Mono<CallbackResult> callback(CallbackRequest request);

}
<fim_middle>","
     * 支付回调
     */","
     * 回调.
     *",0.5714285714285714,0.37796447300922725,0.4642857142857143,0.35714285714285715,0.5,0.3333333333333333,0.39999999520000007,0.0,0.0,0.0,0.5,0.3333333333333333,0.39999999520000007
"<fim_prefix>package com.ozguryazilim.tekir.entities;

/**<fim_suffix>
public enum ApplicantWorkType {
    
    WORK,
    INTERNSHIP,
    VOLUNTEER_WORK
}
<fim_middle>","
 *  İş Türü Tipleri
 * @author serdar
 */","
 * Created by ozguryazilim on 10/03/1",0.1111111111111111,0.09083627868206415,0.8703703703703703,0.08333333333333333,0.16666666666666666,0.14285714285714285,0.1538461488757398,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.1538461488757398
